"created_at","text","location","time_zone","lang","geo","place","followers_count","friends_count","listed_count","favourites_count","statuses_count","retweet_count","reply_count","retweeted"
"Wed Nov 22 21:39:38 +0000 2017","RT @YourAbruzzo: Il #lago, il #bosco, la #natura, i #paesaggi. Riflessi d’#autunno sul Lago di #Scanno (AQ), splendido borgo tra ""I… ",,,"it",,,165,162,0,4950,4950,0,0,false
"Wed Nov 22 21:39:39 +0000 2017","RT @SRE_mx: El Canciller @LVidegaray acompaña al Secretario de Turismo, @edelamadrid, en la presentación que sostuvo con miembr… ","Zihuatanejo de Azueta",,"es",,,268,383,1,335,335,0,0,false
"Wed Nov 22 21:39:50 +0000 2017","RT @mmmbango: #LaHoraEspana40 Dedica parte de su tiempo en Bélgica para hacer turismo por el país, visitando la espectacular bibl… ","Politica España","Pacific Time (US & Canada)","es",,,27777,26964,94,55436,55436,0,0,false
"Wed Nov 22 21:39:50 +0000 2017","RT @Ticocatala: @jaumeclotet @JunaAlbert Los que nos dedicamos al turismo reafirmamos esta tesis, hay un boicot real contra el aero… ","Barcelona, Espanya",,"es",,,9,119,0,263,263,0,0,false
"Wed Nov 22 21:39:52 +0000 2017","En #ClubMed Ixtapa volvemos a tener la re-certificación Green Globe, reafirmando nuestro  compromiso con turismo su… https://t.co/2nESYHxx35","Resorts en todo el mundo","Mexico City","es",,,7451,5892,60,792,792,0,0,false
"Wed Nov 22 21:39:54 +0000 2017","Estágio em Administração, Turismo, Hotelaria e Gestão de Serviços - Cinema - R$ 800,00 - Leblon - 3 vagas https://t.co/pMaVOmRgSc","Rio de Janeiro","Brasilia","pt",,,14546,1,186,0,0,0,0,false
"Wed Nov 22 21:39:55 +0000 2017","A 25 AÑOS DE LA MUERTE DE ROBERTO MOURAS\n\nEL POPULAR PILOTO DE TURISMO CARRETERA FUE HOMENAJEADO EN CARLOS... https://t.co/WIU1WINnl3","Pehuajo, Bs As. Argentina","Buenos Aires","es",,,2028,742,15,44,44,0,0,false
"Wed Nov 22 21:39:55 +0000 2017","Muchos que no tienen ni idea de lo que es Turismo o tienen una visión erronea por no averiguar primero y  creen... https://t.co/AEKwV8s79d","MERIDA YUCATAN MEXICO","Mexico City","es",,,331,553,2,3,3,0,0,false
"Wed Nov 22 21:39:55 +0000 2017","RT @EugenioCardi: Questa è una assurda FAKE news ormai acclarata. Piuttosto lo sai caro #Salvini che gli italiani detengono il triste… ",,,"it",,,527,312,15,41166,41166,0,0,false
"Wed Nov 22 21:39:59 +0000 2017","RT @mmmbango: #LaHoraEspana40 Dedica parte de su tiempo en Bélgica para hacer turismo por el país, visitando la espectacular bibl… ","Mexico","Tijuana","es",,,2933,2668,108,112,112,0,0,false
"Wed Nov 22 21:40:03 +0000 2017","[#ESTILOturismo]  Hacia la Inauguración de la Temporada, Necochea luce con un alto índice de turismo\n\nDesde el... https://t.co/5dFfSIrYEw","Argentina","Buenos Aires","es",,,565,504,5,4,4,0,0,false
"Wed Nov 22 21:40:04 +0000 2017","RT @whcarlos: Felicidades @restbardal de Ronda por la Estrella Michelin!\nLas 9 #EstrellasMichelin de Málaga son garantía de calid… ","Málaga",,"es",,,8026,3422,67,10370,10370,0,0,false
"Wed Nov 22 21:40:07 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ",,,"es",,,139,145,1,9944,9944,0,0,false
"Wed Nov 22 21:40:07 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…","Lakewood, WA",,"en",,,99,135,4,3489,3489,0,0,false
"Wed Nov 22 21:40:08 +0000 2017","""El barrio de Chinatown en #Londres es como estar en otro país. Es girar una esquina y... ¡Voilá! Estás en China"".… https://t.co/kbKyHlvSeJ","España","Madrid","es",,,1036,281,29,170,170,0,0,false
"Wed Nov 22 21:40:08 +0000 2017","Lee nuestra edición semanal con información sobre viajes y turismo. https://t.co/aUBb6I0kIY",,"Pacific Time (US & Canada)","es",,,115,539,3,9,9,0,0,false
"Wed Nov 22 21:40:11 +0000 2017","@AlejandraRamosE Mejor turismo","Perú","Lima","es",,,141,117,1,164,164,0,0,false
"Wed Nov 22 21:40:14 +0000 2017","https://t.co/0rQ3jjdDEm","Deutschland und international",,"und",,,555,2783,4,267,267,0,0,false
"Wed Nov 22 21:40:16 +0000 2017","RT @Altomedieval: SAN SALVADOR DE FUENTES \nFase: Otros Estilos Estilo: Primer románico Época: Siglo XI Provincia: Asturias Estado de… ",,,"es",,,805,556,22,9218,9218,0,0,false
"Wed Nov 22 21:40:17 +0000 2017","Corporación Merideña de Turismo busca alianzas en Nueva Esparta https://t.co/jlAhukLGZK #VidaDeHoy por @iMathiox https://t.co/VpRwvzqf9A","Porlamar, Venezuela","Caracas","es",,,116786,614,824,206,206,0,0,false
"Wed Nov 22 21:40:19 +0000 2017","RT @AytoZamora: El Ayuntamiento promocionará en #Intur el #TurismoIdiomático, las #CiudadesAve y una nueva Ruta Geológica. El conce… ","Zamora, España",,"es",,,852,1407,83,20224,20224,0,0,false
"Wed Nov 22 21:40:23 +0000 2017","Sardegna Turismo Natalizio....fv https://t.co/vlT1cAWGrN","Porto Cervo","Amsterdam","it",,,287,276,0,102,102,0,0,false
"Wed Nov 22 21:40:24 +0000 2017","RT @nao_muito: escrevendo matéria sobre minha viagem ao peru e sobre como o governo local aposta no turismo de aventura. é claro q… ","Errando","Brasilia","pt",,,221,154,2,1876,1876,0,0,false
"Wed Nov 22 21:40:25 +0000 2017","RT @BMW: For warm thoughts on cold days. \nThe #BMW #6series Gran Turismo. https://t.co/zNFpISIzJV",,"Pacific Time (US & Canada)","en",,,4,41,0,1303,1303,0,0,false
"Wed Nov 22 21:40:27 +0000 2017","RT @geo_cuaternario: Allí estaremos!!!! https://t.co/oJxbCvLSFD","Granada",,"es",,,716,601,12,116,116,0,0,false
"Wed Nov 22 21:40:28 +0000 2017","Gran Turismo Sport Collector´s Edition für PS4 bei Amazon im Angebot https://t.co/BEP1GSCZSI","Oldenburg",,"de",,,1938,2172,150,1471,1471,0,0,false
"Wed Nov 22 21:40:31 +0000 2017","RT @MinInteriorAR: Estamos haciendo obras que van a mejorar el centro de #Pinamar, fomentando el turismo, el comercio y el disfrute de… ",,"Buenos Aires","es",,,673,262,20,27166,27166,0,0,false
"Wed Nov 22 21:40:35 +0000 2017","Bergün, el hermoso pueblo de Suiza donde es prohibido tomar fotos #Turismo https://t.co/37eb9PF6rx","Madrid, Comunidad de Madrid","Bogota","es",,,97808,54558,657,4596,4596,0,0,false
"Wed Nov 22 21:40:38 +0000 2017","Me gustó un video de @YouTube https://t.co/rG49oCUgc7 Gran Turismo®SPORT_carrera monomarca 1ra posicion",,"Buenos Aires","es",,,69,269,2,9,9,0,0,false
"Wed Nov 22 21:40:39 +0000 2017","RT @UTMar_Marquelia: Estudiantes del 4o. cuatrimestre de Turismo de la #UTMarGuerrero realizaron actividades prácticas de Turismo Altern… ","Marquelia, Guerrero",,"es",,,58,256,0,182,182,0,0,false
"Wed Nov 22 21:40:39 +0000 2017","RT @arjonillera1981: En el #Palacio real de #Madrid. Residencia de los Reyes de #España aunque no viven en el y se utiliza para ceremoni… ","JAEN","Athens","es",,,1045,2399,7,312,312,0,0,false
"Wed Nov 22 21:40:39 +0000 2017","RT @isabelalbas: C’s apoyando a Córdoba y su historia!! Con un plan para conservar y dar a conocer nuestros yacimientos ⬆️turismo y… ",,,"es",,,2744,2422,51,16121,16121,0,0,false
"Wed Nov 22 21:40:41 +0000 2017","RT @arjonillera1981: Es uno de los #Palacios más grandes del #Mundo y el más grande de #Europa occidental. Tiene 3.418 habitaciones. Una… ","JAEN","Athens","es",,,1045,2399,7,312,312,0,0,false
"Wed Nov 22 21:40:48 +0000 2017","RT @unidosvstrata: México ocupa el segundo lugar en turismo sexual infantil. \n\nPara nosotros estas personas no son turistas, son DELIN… ","ÜT: -7.271534,112.747354",,"es",,,83,2252,5,1049,1049,0,0,false
"Wed Nov 22 21:40:49 +0000 2017","RT @MatildeTalavera: Mañana #Antequera presente en INTUR Feria Internacional de Turismo de Interior https://t.co/Mp1re4oKr1","Antequera","Madrid","es",,,20560,1464,116,13761,13761,0,0,false
"Wed Nov 22 21:40:50 +0000 2017","Parece ser que el estado actual del Mar Menor se debe al azar o a algo por el estilo. Increíble.… https://t.co/r4bPBNc74h","Murcia - España","Greenland","es",,,384,747,13,2243,2243,0,0,false
"Wed Nov 22 21:40:51 +0000 2017","O cara é uma piada pronta coitado... “TURISMO ESPACIAL” https://t.co/DYRfIWopBa","Meta da Vida: Pegar Ed Sheeran","Pacific Time (US & Canada)","pt",,,58,356,0,905,905,0,0,false
"Wed Nov 22 21:40:52 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ","Madrid.","Athens","es",,,67,91,1,2521,2521,0,0,false
"Wed Nov 22 21:41:00 +0000 2017","@minturvenezuela trabaja a toda maquina para la mayor exposición del turismo a nacional #RevolucionDeJusticia… https://t.co/HJghUeTihk","#AraguaPOTENCIA","Caracas","es",,,4196,1443,35,205,205,0,0,false
"Wed Nov 22 21:41:02 +0000 2017","#RutaPaís2032\nEstado de Guatemala apoya a estudiantes de turismo con proyecto educativo ► https://t.co/fJniRQ60md… https://t.co/Y9myX1Qnvr","Guatemala","Central America","es",,,32369,333,241,1292,1292,0,0,false
"Wed Nov 22 21:41:03 +0000 2017","[ Ocio, Recreación y Turismo | #CharlasCCScity450 ]\n\nEl ocio se diversificó con la inversión petrolera siendo cread… https://t.co/lT0YHrpcIB","Caracas, Venezuela","Caracas","es",,,610,140,3,133,133,0,0,false
"Wed Nov 22 21:41:03 +0000 2017","RT @zelune: ""não acredito na ciência"" \n\nce construiu um foguete baseado no que? no gibi do franjinha?\n\n""ele planeja um serviço… ","Presidente Prudente, Brasil","Pacific Time (US & Canada)","pt",,,40,336,0,6728,6728,0,0,false
"Wed Nov 22 21:41:06 +0000 2017","RT @adriana_fenzi: @Monica01874302 @CalaminiciM @me_celia @cobotwitt Vero #Expo2015 ci ha regalato sei mesi stupendi e ha portato tant… ","Milano, Lombardia","Hawaii","it",,,161,290,2,2489,2489,0,0,false
"Wed Nov 22 21:41:10 +0000 2017","RT @EagleStarNET: 'Gran Turismo Sport' update will add offline play to campaign mode https://t.co/zMxwxSOeIa https://t.co/HpWxzuhsAx","Florida!!",,"en",,,78,2264,14,1641,1641,0,0,false
"Wed Nov 22 21:41:11 +0000 2017","RT @wcastroPSUV: #22Nov | 2/2 Las áreas de abordaje  y cooperación entre ambas naciones serán agricultura, defensa, economía y finan… ",,"Caracas","es",,,5247,377,52,127,127,0,0,false
"Wed Nov 22 21:41:16 +0000 2017","RT @24clm: #ECONOMÍA - #TURISMO | El Gobierno de #CLM y Segittur se unen para impulsar destinos turísticos inteligentes… ","Toledo",,"es",,,503,657,7,314,314,0,0,false
"Wed Nov 22 21:41:20 +0000 2017","RT @wcastroPSUV: #22Nov | 2/2 Las áreas de abordaje  y cooperación entre ambas naciones serán agricultura, defensa, economía y finan… ","Araure, Venezuela","Pacific Time (US & Canada)","es",,,120,253,0,383,383,0,0,false
"Wed Nov 22 21:41:23 +0000 2017","el turismo sana tu cuerpo: https://t.co/15BbVluS5h vía @YouTube","Bolivia",,"es",,,42,318,0,200,200,0,0,false
"Wed Nov 22 21:41:23 +0000 2017","san andres te espera aprovecha nuestras promociones antes de fin de año y disfruta.! https://t.co/XCHgkdV49s No te… https://t.co/0BSBZuJzFD","Bogotá, D.C., Colombia","Pacific Time (US & Canada)","es",,,1,13,0,0,0,0,0,false
"Wed Nov 22 21:41:24 +0000 2017","RT @unidosvstrata: México ocupa el segundo lugar en turismo sexual infantil. \n\nPara nosotros estas personas no son turistas, son DELIN… ","aquí",,"es",,,152,1271,7,2150,2150,0,0,false
"Wed Nov 22 21:41:25 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ","En cualquier parte","Caracas","es",,,902,2963,13,5306,5306,0,0,false
"Wed Nov 22 21:41:26 +0000 2017","Nuestro Grupo de Protección al Turismo y Patrimonio Nacional realizó  control hotelero 🏨 #RutaPorLaConvivencia. #MTI https://t.co/k5kL4qhOXr","Guaviare, Colombia","Pacific Time (US & Canada)","es",,"{""id"":""003b2b92713f131a"",""url"":""https://api.twitter.com/1.1/geo/id/003b2b92713f131a.json"",""place_type"":""city"",""name"":""San José del Guaviare"",""full_name"":""San José del Guaviare, Colombia"",""country_code"":""CO"",""country"":""Colombia"",""bounding_box"":{""type"":""Polygon"",""coordinates"":[[[-73.648003,1.977924],[-73.648003,2.8776],[-70.498703,2.8776],[-70.498703,1.977924]]]},""attributes"":{}}",1151,141,6,510,510,0,0,false
"Wed Nov 22 21:41:27 +0000 2017","RT @nao_muito: escrevendo matéria sobre minha viagem ao peru e sobre como o governo local aposta no turismo de aventura. é claro q… ","La Mancha",,"pt",,,77,198,3,2657,2657,0,0,false
"Wed Nov 22 21:41:29 +0000 2017","@NDtitulares Donde vive este idiota,? Acabó de regresar de Higuerote y la crisis del turismo es evidente  Abandono,… https://t.co/EHjnv8lObf","Venezuela",,"es",,,68,371,0,63,63,0,0,false
"Wed Nov 22 21:41:34 +0000 2017","Check out my broadcast from my PlayStation 4! #PS4live (Gran Turismo®SPORT)  live at https://t.co/eWeAjKfQuW","I LIVE IN TITUSVILLE FLORIDA",,"en",,,27,175,0,199,199,0,0,false
"Wed Nov 22 21:41:46 +0000 2017","RT @CorrientesGob: TURISMO | Mañana jueves será el vuelo inaugural Asunción-Corrientes #VamosParaAdelante 👍 https://t.co/df6UUHJSzh",,"Buenos Aires","es",,,305,597,14,87918,87918,0,0,false
"Wed Nov 22 21:41:47 +0000 2017","Hace unos meses @Esatur me hizo esta entrevista tan molona, ¿La habéis leído ya? 😍😍😍 https://t.co/uCPK5SUNlh","monovar (alicante) spain","Pacific Time (US & Canada)","es",,"{""id"":""da98938b8639add3"",""url"":""https://api.twitter.com/1.1/geo/id/da98938b8639add3.json"",""place_type"":""city"",""name"":""Monóvar"",""full_name"":""Monóvar, España"",""country_code"":""ES"",""country"":""España"",""bounding_box"":{""type"":""Polygon"",""coordinates"":[[[-1.005079,38.361473],[-1.005079,38.507383],[-0.803996,38.507383],[-0.803996,38.361473]]]},""attributes"":{}}",5983,4003,112,75504,75504,0,0,false
"Wed Nov 22 21:41:47 +0000 2017","RT @CAlcazaren: @onlinetotal Por eso en nuestra Escuela de Hostelería y Turismo apostamos por la #mujer, para que también llegue a… ",,,"es",,,147,108,43,2709,2709,0,0,false
"Wed Nov 22 21:41:48 +0000 2017","RT @MinInteriorAR: Estamos haciendo obras que van a mejorar el centro de #Pinamar, fomentando el turismo, el comercio y el disfrute de… ",,,"es",,,77,61,1,7197,7197,0,0,false
"Wed Nov 22 21:41:53 +0000 2017","ITES realiza Congreso Internacional de Turismo y Desarrollo Sustentable en Los Cabos - https://t.co/kQEvNWJUVt https://t.co/l7WvdcTEqM","Los Cabos, Baja California Sur",,"es",,,26,35,0,0,0,0,0,false
"Wed Nov 22 21:41:53 +0000 2017","Finca Los Ángeles (TURISMO EXPERIENCIAL) https://t.co/CHa2OtizjM",,,"es",,,38,19,0,1,1,0,0,false
"Wed Nov 22 21:41:54 +0000 2017","Siguiendo con el ""turismo virtual"" en The Crew; este edificio se me hace familiar pero no se por que... *wink, wink* https://t.co/2YBAxVEw6d","Btwn a rock and a hard place","Santiago","es",,,971,777,49,6839,6839,0,0,false
"Wed Nov 22 21:41:56 +0000 2017","RT @BarcelonaInfoES: Participamos en las #jornadesInntec de @Actinn_andorra para abordar el turismo en el ámbito de la innovación y las… ",,"Pacific Time (US & Canada)","es",,,207,226,12,302,302,0,0,false
"Wed Nov 22 21:41:58 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ","Madrid, España","Athens","es",,,1124,2017,75,427,427,0,0,false
"Wed Nov 22 21:41:59 +0000 2017","RT @____hama____: 『グランツーリスモＳＰＯＲＴ』の今後のアップデートについてのお知らせ - グランツーリスモ・ドットコム https://t.co/smGAdEgKta\n#PS4share\n#グランツーリスモSPORT \n#グランツーリスモ\n#GTSport","Japan","Osaka","ja",,,449,1030,14,2771,2771,0,0,false
"Wed Nov 22 21:41:59 +0000 2017","RT @Albert_Rivera: Mientras Puigdemont hace 'turismo a la fuga', en CAT ⬆️el desempleo, se van las empresas y se ahonda la fractura so… ",,,"es",,,17,19,0,956,956,0,0,false
"Wed Nov 22 21:42:01 +0000 2017","Quédate con el nieto que mira asi a su abuela #harut de la gente https://t.co/fDDRo6PuFk",,"Pacific Time (US & Canada)","es",,,116,676,2,4261,4261,0,0,false
"Wed Nov 22 21:42:01 +0000 2017","[ Ocio, Recreación y Turismo | #CharlasCCScity450 ]\n\nLa historia del golf en Venezuela se remonta a 1917 con la cre… https://t.co/fX1taHL9l6","Caracas, Venezuela","Caracas","es",,,610,140,3,133,133,0,0,false
"Wed Nov 22 21:42:05 +0000 2017","RT @JesusCintora: Urdangarin, condenado a 6 años de cárcel y en libertad, pide que le absuelvan, porque ""no se puede demandar al olmo… ",,"Pacific Time (US & Canada)","es",,,962,1093,33,8390,8390,0,0,false
"Wed Nov 22 21:42:05 +0000 2017","¿Te vienes al día del emprendedor de @Emprenderioja mañana? A las 11 hablaremos sobre las oportunidades del turismo y turismo rural.","Logroño, La Rioja (Spain)","Madrid","es",,,1213,461,73,257,257,0,0,false
"Wed Nov 22 21:42:13 +0000 2017","MinInteriorAR : Estamos haciendo obras que van a mejorar el centro de #Pinamar, fomentando el turismo, el comercio… https://t.co/31xkPaUINn","Argentina","Buenos Aires","es",,,75880,65110,128,91175,91175,0,0,false
"Wed Nov 22 21:42:13 +0000 2017","RT @KyGaraiya: とんでもない位神アップデートじゃないですか　後はガライヤ追加されればもう完璧！\n『グランツーリスモＳＰＯＲＴ』の今後のアップデートについてのお知らせ - NEWS - グランツーリスモ・ドットコム https://t.co/ZuIaKTtNXU","Japan","Osaka","ja",,,449,1030,14,2771,2771,0,0,false
"Wed Nov 22 21:42:18 +0000 2017","#SoldeMargarita Corporación Merideña de Turismo busca alianzas en Nueva Esparta https://t.co/Evgkc1ENUS #VidaDeHoy… https://t.co/6N3wWWN5cF","Margarita - Porlamar",,"es",,,402,117,16,0,0,0,0,false
"Wed Nov 22 21:42:20 +0000 2017","RT @AntonioRNaranjo: ¿Ha dimitido ya @AdaColau? Esta señora ha hundido Barcelona, espantado al turismo, echado a inversores y no supo ni… ",,,"es",,,226,1143,0,566,566,0,0,false
"Wed Nov 22 21:42:22 +0000 2017","Uber paga millones por no publicar el robo de datos y en mi pueblo está pagando otro dineral a medios locales y nac… https://t.co/lVqBod0xU3","Cancun Q. Roo","Central Time (US & Canada)","es",,,10189,233,252,5396,5396,0,0,false
"Wed Nov 22 21:42:24 +0000 2017","RT @Guillodietrich: Con más líneas y rutas aéreas lo que tenemos son provincias que crecen en turismo, inversiones en el país que apues… ","Buenos AIRES",,"es",,,30,224,0,470,470,0,0,false
"Wed Nov 22 21:42:24 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…","Cape Town, South Africa","Greenland","en",,,351,933,23,1438,1438,0,0,false
"Wed Nov 22 21:42:23 +0000 2017","#Municipios Gran éxito Reto Náutico del Balsas, aumentó el turismo: Gilberto Zarco\n⬇️⬇️⬇️ https://t.co/r0wd8gfDsO https://t.co/sn66qgIt0X","Morelia Michoacan","Mexico City","es",,,21764,246,191,165,165,0,0,false
"Wed Nov 22 21:42:31 +0000 2017","Buenos Aires presentó sus acciones para el turismo LGBT en Washington https://t.co/j6o86s11OU https://t.co/3PWMswHIvC","Buenos Aires - Argentina","Buenos Aires","es",,,5548,548,123,39,39,0,0,false
"Wed Nov 22 21:42:34 +0000 2017","Sardegna Turismo Natalizio....fv https://t.co/aEmbT475Th","Porto Cervo","Amsterdam","it",,,287,276,0,102,102,0,0,false
"Wed Nov 22 21:42:35 +0000 2017","RT @mmmbango: #LaHoraEspana40 Dedica parte de su tiempo en Bélgica para hacer turismo por el país, visitando la espectacular bibl… ",,,"es",,,959,777,12,3261,3261,0,0,false
"Wed Nov 22 21:42:39 +0000 2017","Si! La cosa es que sus hijos y amigos de sus hijos se beneficien de todo lo que están robando antes de q se vayan! https://t.co/e867m6yQDy","Chilpancingo Guerrero",,"es",,,271,420,1,157,157,0,0,false
"Wed Nov 22 21:42:41 +0000 2017","RT @jhoan_giraldo: Torremolinos acogerá I Encuentro Internacional de Turismo LGBTI de Andalucía https://t.co/kjxOOvscTk #NoticiasLGBTI","Torremolinos",,"es",,,1465,1160,63,6125,6125,0,0,false
"Wed Nov 22 21:42:43 +0000 2017","I liked a @YouTube video https://t.co/dOzDVf1azp Gran Turismo Sport: Clean Racing?","England, United Kingdom","Casablanca","en",,,565,536,7,1642,1642,0,0,false
"Wed Nov 22 21:42:45 +0000 2017","@mylouisking Sigo a tu corazón en secreto, y como pasatiempo fingi que estudias algo que se yo... (PD : turismo es muy interesante)","Santa Fe,Argentina / Idris","America/Argentina/Buenos_Aires","es",,,986,1234,2,8634,8634,0,0,false
"Wed Nov 22 21:42:56 +0000 2017","RT @unidosvstrata: México ocupa el segundo lugar en turismo sexual infantil. \n\nPara nosotros estas personas no son turistas, son DELIN… ","Philly",,"es",,,67,2245,12,990,990,0,0,false
"Wed Nov 22 21:42:59 +0000 2017","[ Ocio, Recreación y Turismo | #CharlasCCScity450 ]\n\nLuego del Caracas Country Club, habría una proliferación de ca… https://t.co/sczn64DjRc","Caracas, Venezuela","Caracas","es",,,610,140,3,133,133,0,0,false
"Wed Nov 22 21:43:00 +0000 2017","#Turismo\nBuscan impulsar el turismo regional en La Laguna de Durango\nhttps://t.co/vKiS6l5npG https://t.co/a9uOmpFYFj","Torreón, Coahuila de Zaragoza","Pacific Time (US & Canada)","es",,,1416,727,38,67,67,0,0,false
"Wed Nov 22 21:43:01 +0000 2017","Alí Padrón: Se intenta hacer del turismo una experiencia #22Nov #FelizMiércoles #Notitarde \nhttps://t.co/sEq9YYMlug https://t.co/5ksVRPIIEd","Valencia, Venezuela","Caracas","es",,,637395,4362,2503,334,334,0,0,false
"Wed Nov 22 21:43:03 +0000 2017","Las 6 piscinas más hermosas del mundo (VIDEO) #Turismo https://t.co/98K7NKFkyT","España","Bogota","es",,,59873,33333,329,4901,4901,0,0,false
"Wed Nov 22 21:43:10 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…","Sydney, New South Wales",,"en",,,34,150,0,174,174,0,0,false
"Wed Nov 22 21:43:12 +0000 2017","RT @uvfoxsports: No te pierdas el comercial de la GRAN FINAL DE Turismo Carretera en La Plata, los días 8, 9 y 10 de diciembre.… ","San Andrés de Giles, Argentina",,"es",,,462,449,1,935,935,0,0,false
"Wed Nov 22 21:43:16 +0000 2017","MI ACOSADOR de Airbnb (Mi peor experiencia) I Vagabunda mochilera 01 Vietnam https://t.co/B9ifWhOOel #curiosidades #turismo #viajes #vlogs","Online","Central Time (US & Canada)","es",,,35358,30788,55,37,37,0,0,false
"Wed Nov 22 21:43:17 +0000 2017","RT @thegranturismo: You asked, we listened. Free new cars, offline play, and new single-player mode coming to Gran Turismo Sport.\nhttps://t…",,,"en",,,36,28,0,379,379,0,0,false
"Wed Nov 22 21:43:17 +0000 2017","El Secretario de Turismo, Enrique de la Madrid, cuestionó señalamientos sobre mayor inseguridad para turistas https://t.co/Vuysit0ID2","Ciudad de México","Mexico City","es",,,255553,25,2408,6,6,0,0,false
"Wed Nov 22 21:43:24 +0000 2017","RT @ShareGamePlay: https://t.co/ACsaQFnkUh","Roanapura","Paris","und",,,529,866,21,7454,7454,0,0,false
"Wed Nov 22 21:43:27 +0000 2017","RT @TorrePuertoMLG: Así serán algunos de los interiores de la Torre del Puerto: vestíbulo, restaurante en la planta baja, auditorio, re… ",,,"es",,,101,168,2,648,648,0,0,false
"Wed Nov 22 21:43:27 +0000 2017","@bareayoso @i_mtza Ajá?\nCon que enfoque(si puede saberse)?\nYo el único contacto práctico con #RealidadVirtuaMN en t… https://t.co/splFZn0J7p","Málaga y Vélez Málaga","Madrid","es",,"{""id"":""507a015cba6ef518"",""url"":""https://api.twitter.com/1.1/geo/id/507a015cba6ef518.json"",""place_type"":""city"",""name"":""Málaga"",""full_name"":""Málaga, España"",""country_code"":""ES"",""country"":""España"",""bounding_box"":{""type"":""Polygon"",""coordinates"":[[[-4.587928,36.635585],[-4.587928,36.894171],[-4.260134,36.894171],[-4.260134,36.635585]]]},""attributes"":{}}",11225,8019,1831,69466,69466,0,0,false
"Wed Nov 22 21:43:28 +0000 2017","Llevo bastante tiempo pensando en que quiero viajar a Noruega, ahora me siguen cuentas de turismo de Noruega, EL DESTINO ME ESTÁ HABLANDO.","Tenerife","London","es",,,327,244,1,14123,14123,0,0,false
"Wed Nov 22 21:43:29 +0000 2017","Turismo naviero activa operativo de seguridad: https://t.co/VWZ6uSDSJR via @YouTube","Sinaloa y Sonora","Mazatlan","es",,,2816,782,43,165,165,0,0,false
"Wed Nov 22 21:43:30 +0000 2017","@LrJrBr @PPopular @JavierMaroto Abertis, lacaixa, planeta Sabadell....... hasta 2500 se han largado! Ciao. Impuesto… https://t.co/rI7bUtxgjV",,,"es",,,24,48,0,1496,1496,0,0,false
"Wed Nov 22 21:43:34 +0000 2017","RT @Altomedieval: Viaje Recomendado: RUTA POR LA COMARCA DE LAS CINCO VILLAS \nhttps://t.co/RGLHNHUxPj\n\nViaje de tres días que, con un… ",,,"es",,,805,556,22,9230,9230,0,0,false
"Wed Nov 22 21:43:35 +0000 2017","DE LA FRAPPE https://t.co/hI0Aci9drV","Roanapura","Paris","fr",,,529,866,21,7455,7455,0,0,false
"Wed Nov 22 21:43:36 +0000 2017","Gran Turismo Sport's first big update introduces a more traditional single player campaign https://t.co/nxJPNnGYJG https://t.co/Hp173P45jx","Athens","Athens","en",,,77,460,2,0,0,0,0,false
"Wed Nov 22 21:43:41 +0000 2017","@Jl0rtega El gran batacazo de Gran Turismo sin duda, una pena en lo que queda esta saga","Castellón de la plana ","Madrid","es",,,721,1044,32,45169,45169,0,0,false
"Wed Nov 22 21:43:42 +0000 2017","RT @berlusconi: L’Italia non può permettersi di rimanere a lungo ai margini del grande calcio. Una nazionale vincente sarebbe un fo… ","Giornalista - Milano -",,"it",,,91007,501,290,11874,11874,0,0,false
"Wed Nov 22 21:43:43 +0000 2017","Jose Manlleu: Puigdemont de Turismo por Belgica https://t.co/3kvHOgxZl5","Manlleu, España","Madrid","und",,,36,137,1,3,3,0,0,false
"Wed Nov 22 21:43:44 +0000 2017","RT @berlusconi: L’Italia non può permettersi di rimanere a lungo ai margini del grande calcio. Una nazionale vincente sarebbe un fo… ","JuventusStadium ","Rome","it",,,456,462,10,5435,5435,0,0,false
"Wed Nov 22 21:43:44 +0000 2017","RT @TorremolinosInf: Cerca de un centenar de participantes de 20 países asistirán al I Encuentro Internacional de #Turismo #LGBTI de… ","Torremolinos",,"es",,,1465,1160,63,6132,6132,0,0,false
"Wed Nov 22 21:43:48 +0000 2017","I liked a @YouTube video https://t.co/4YbP8QjFxj INSIDE GRAN TURISMO SPORT Vol.2 : HOW TO USE THE LIVERY EDITOR",,,"en",,,112,280,1,22070,22070,0,0,false
